Well,ExptType,Experiment,Sample,TargetType,Target,Status,Concentration,Supermix,CopiesPer20uLWell,TotalConfMax,TotalConfMin,PoissonConfMax,PoissonConfMin,Positives,Negatives,Ch1+Ch2+,Ch1+Ch2-,Ch1-Ch2+,Ch1-Ch2-,Linkage,AcceptedDroplets,CNV,TotalCNVMax,TotalCNVMin,PoissonCNVMax,PoissonCNVMin,ReferenceCopies,UnknownCopies,Ratio,TotalRatioMax,TotalRatioMin,PoissonRatioMax,PoissonRatioMin,FractionalAbundance,TotalFractionalAbundanceMax,TotalFractionalAbundanceMin,PoissonFractionalAbundanceMax,PoissonFractionalAbundanceMin,ReferenceAssayNumber,TargetAssayNumber,Threshold,MeanAmplitudeofPositives,MeanAmplitudeofNegatives,MeanAmplitudeTotal,ExperimentComments,MergedWells,TotalConfMax68,TotalConfMin68,PoissonConfMax68,PoissonConfMin68,TotalCNVMax68,TotalCNVMin68,PoissonCNVMax68,PoissonCNVMin68,TotalRatioMax68,TotalRatioMin68,PoissonRatioMax68,PoissonRatioMin68,TotalFractionalAbundanceMax68,TotalFractionalAbundanceMin68,PoissonFractionalAbundanceMax68,PoissonFractionalAbundanceMin68
"B04",Rare Event Detection,"RED","YC201202S 5X",Ch1Unknown,"PMMoV","Manual",51.3,One-Step RT-ddPCR Kit for Probes,1026,,,55.2,47.3,648,14550,,,,,,15198,,,,,,,,,,,,,,,,,,1,1,1000,2667.2,610.2,697.91,"Rare Event Detection Experiment",,,,53.3,49.2,,,,,,,,,,,,,
"B05",Rare Event Detection,"RED","POS 210130 1",Ch1Negative Control,"PMMoV","Manual",0.17,One-Step RT-ddPCR Kit for Probes,3.4,,,0.54,0.03,2,14018,,,,,,14020,,,,,,,,,,,,,,,,,,1,1,1000,2047.7,626.15,626.35,"Rare Event Detection Experiment",,,,0.32,0.07,,,,,,,,,,,,,
"B06",Rare Event Detection,"RED","NEG 210130 2",Ch1Negative Control,"PMMoV","Manual",0.07,One-Step RT-ddPCR Kit for Probes,1.4,,,0.33,0,1,17136,,,,,,17137,,,,,,,,,,,,,,,,,,1,1,1000,2731.5,642.86,642.98,"Rare Event Detection Experiment",,,,0.17,0.02,,,,,,,,,,,,,
"B07",Rare Event Detection,"RED","NTC",Ch1NTC,"PMMoV","Manual",0,One-Step RT-ddPCR Kit for Probes,0,,,0.25,0,0,14147,,,,,,14147,,,,,,,,,,,,,,,,,,1,1,1000,0,609.07,609.07,"Rare Event Detection Experiment",,,,0.11,0,,,,,,,,,,,,,
"C01",Rare Event Detection,"RED","YC201203S 5X-",Ch1Unknown,"PMMoV","Manual",73.6,One-Step RT-ddPCR Kit for Probes,1472,,,78.4,68.9,914,14148,,,,,,15062,,,,,,,,,,,,,,,,,,1,1,1000,2824.4,617.4,751.33,"Rare Event Detection Experiment",,,,76.1,71.2,,,,,,,,,,,,,
"C02",Rare Event Detection,"RED","YC201203S 5X-",Ch1Unknown,"PMMoV","Manual",67.7,One-Step RT-ddPCR Kit for Probes,1354,,,72.5,63,769,12977,,,,,,13746,,,,,,,,,,,,,,,,,,1,1,1000,2712.4,637.03,753.13,"Rare Event Detection Experiment",,,,70.2,65.3,,,,,,,,,,,,,
"C03",Rare Event Detection,"RED","YC201203S 5X",Ch1Unknown,"PMMoV","Manual",69.3,One-Step RT-ddPCR Kit for Probes,1386,,,74.2,64.5,777,12801,,,,,,13578,,,,,,,,,,,,,,,,,,1,1,1000,2661,611.61,728.88,"Rare Event Detection Experiment",,,,71.8,66.8,,,,,,,,,,,,,
"C04",Rare Event Detection,"RED","YC201203S 5X",Ch1Unknown,"PMMoV","Manual",74.2,One-Step RT-ddPCR Kit for Probes,1484,,,79.1,69.4,905,13899,,,,,,14804,,,,,,,,,,,,,,,,,,1,1,1000,2707,657.72,782.99,"Rare Event Detection Experiment",,,,76.7,71.7,,,,,,,,,,,,,
"C05",Rare Event Detection,"RED","POS 210130 2",Ch1Negative Control,"PMMoV","Manual",0,One-Step RT-ddPCR Kit for Probes,0,,,0.21,0,0,16589,,,,,,16589,,,,,,,,,,,,,,,,,,1,1,1000,0,636.44,636.44,"Rare Event Detection Experiment",,,,0.097,0,,,,,,,,,,,,,
"C06",Rare Event Detection,"RED","NEG 210130 3",Ch1Negative Control,"PMMoV","Manual",0,One-Step RT-ddPCR Kit for Probes,0,,,0.21,0,0,16504,,,,,,16504,,,,,,,,,,,,,,,,,,1,1,1000,0,641,641,"Rare Event Detection Experiment",,,,0.098,0,,,,,,,,,,,,,
"C07",Rare Event Detection,"RED","NTC",Ch1NTC,"PMMoV","Manual",0.08,One-Step RT-ddPCR Kit for Probes,1.6,,,0.4,0,1,14114,,,,,,14115,,,,,,,,,,,,,,,,,,1,1,1000,2687.5,603.66,603.81,"Rare Event Detection Experiment",,,,0.21,0.02,,,,,,,,,,,,,
"D01",Rare Event Detection,"RED","YC201209S 5X-",Ch1Unknown,"PMMoV","Manual",61.1,One-Step RT-ddPCR Kit for Probes,1222,,,65.4,56.8,770,14447,,,,,,15217,,,,,,,,,,,,,,,,,,1,1,1000,2914.7,628.82,744.49,"Rare Event Detection Experiment",,,,63.3,58.9,,,,,,,,,,,,,
"D02",Rare Event Detection,"RED","YC201209S 5X-",Ch1Unknown,"PMMoV","Manual",51.1,One-Step RT-ddPCR Kit for Probes,1022,,,55.5,46.8,527,11860,,,,,,12387,,,,,,,,,,,,,,,,,,1,1,1000,2762.7,610.85,702.41,"Rare Event Detection Experiment",,,,53.4,48.9,,,,,,,,,,,,,
"D03",Rare Event Detection,"RED","YC201209S 5X",Ch1Unknown,"PMMoV","Manual",47.4,One-Step RT-ddPCR Kit for Probes,948,,,51.3,43.5,578,14059,,,,,,14637,,,,,,,,,,,,,,,,,,1,1,1000,2726.6,618.21,701.47,"Rare Event Detection Experiment",,,,49.4,45.4,,,,,,,,,,,,,
"D04",Rare Event Detection,"RED","YC201209S 5X",Ch1Unknown,"PMMoV","Manual",43.9,One-Step RT-ddPCR Kit for Probes,878,,,47.5,40.3,567,14912,,,,,,15479,,,,,,,,,,,,,,,,,,1,1,1000,2710,624.04,700.45,"Rare Event Detection Experiment",,,,45.7,42.1,,,,,,,,,,,,,
"D05",Rare Event Detection,"RED","POS 210130 2",Ch1Negative Control,"PMMoV","Manual",0,One-Step RT-ddPCR Kit for Probes,0,,,0.22,0,0,16011,,,,,,16011,,,,,,,,,,,,,,,,,,1,1,1000,0,629.33,629.33,"Rare Event Detection Experiment",,,,0.1,0,,,,,,,,,,,,,
"D06",Rare Event Detection,"RED","NEG 210130 3",Ch1Negative Control,"PMMoV","Manual",0,One-Step RT-ddPCR Kit for Probes,0,,,0.23,0,0,15419,,,,,,15419,,,,,,,,,,,,,,,,,,1,1,1000,0,654.05,654.05,"Rare Event Detection Experiment",,,,0.1,0,,,,,,,,,,,,,
"E01",Rare Event Detection,"RED","YC201210S 5X-",Ch1Unknown,"PMMoV","Manual",83.5,One-Step RT-ddPCR Kit for Probes,1670,,,88.4,78.6,1112,15117,,,,,,16229,,,,,,,,,,,,,,,,,,1,1,1000,2898.9,647.86,802.1,"Rare Event Detection Experiment",,,,86,81,,,,,,,,,,,,,
"E02",Rare Event Detection,"RED","YC201210S 5X-",Ch1Unknown,"PMMoV","Manual",73.6,One-Step RT-ddPCR Kit for Probes,1472,,,78.5,68.8,888,13746,,,,,,14634,,,,,,,,,,,,,,,,,,1,1,1000,2687.2,615.07,740.81,"Rare Event Detection Experiment",,,,76.1,71.2,,,,,,,,,,,,,
"E03",Rare Event Detection,"RED","YC201210S 5X",Ch1Unknown,"PMMoV","Manual",63.1,One-Step RT-ddPCR Kit for Probes,1262,,,67.8,58.5,715,12971,,,,,,13686,,,,,,,,,,,,,,,,,,1,1,1000,2711.2,623.76,732.81,"Rare Event Detection Experiment",,,,65.5,60.8,,,,,,,,,,,,,
"E04",Rare Event Detection,"RED","YC201210S 5X",Ch1Unknown,"PMMoV","Manual",70.7,One-Step RT-ddPCR Kit for Probes,1414,,,75.2,66.2,945,15266,,,,,,16211,,,,,,,,,,,,,,,,,,1,1,1000,2655.7,608.51,727.85,"Rare Event Detection Experiment",,,,73,68.4,,,,,,,,,,,,,
"E05",Rare Event Detection,"RED","POS 210130 3",Ch1Negative Control,"PMMoV","Manual",0.07,One-Step RT-ddPCR Kit for Probes,1.4,,,0.35,0,1,16276,,,,,,16277,,,,,,,,,,,,,,,,,,1,1,1000,1011.3,637.03,637.05,"Rare Event Detection Experiment",,,,0.18,0.02,,,,,,,,,,,,,
"E06",Rare Event Detection,"RED","PMMoV",Ch1Positive Control,"PMMoV","Manual",1000000,One-Step RT-ddPCR Kit for Probes,20000000,,,1000000,10000,14882,0,,,,,,14882,,,,,,,,,,,,,,,,,,1,1,1000,4528.4,0,4528.4,"Rare Event Detection Experiment",,,,1000000,10000,,,,,,,,,,,,,
"F01",Rare Event Detection,"RED","YC201211S 5X-",Ch1Unknown,"PMMoV","Manual",52.4,One-Step RT-ddPCR Kit for Probes,1048,,,56.3,48.5,689,15121,,,,,,15810,,,,,,,,,,,,,,,,,,1,1,1000,2875.7,611.23,709.91,"Rare Event Detection Experiment",,,,54.4,50.4,,,,,,,,,,,,,
"F02",Rare Event Detection,"RED","YC201211S 5X-",Ch1Unknown,"PMMoV","Manual",54.7,One-Step RT-ddPCR Kit for Probes,1094,,,58.9,50.6,660,13860,,,,,,14520,,,,,,,,,,,,,,,,,,1,1,1000,2693.1,592.65,688.13,"Rare Event Detection Experiment",,,,56.9,52.6,,,,,,,,,,,,,
"F03",Rare Event Detection,"RED","YC201211S 5X",Ch1Unknown,"PMMoV","Manual",40.9,One-Step RT-ddPCR Kit for Probes,818,,,44.4,37.3,507,14339,,,,,,14846,,,,,,,,,,,,,,,,,,1,1,1000,2760,639.12,711.55,"Rare Event Detection Experiment",,,,42.7,39.1,,,,,,,,,,,,,
"F04",Rare Event Detection,"RED","YC201211S 5X",Ch1Unknown,"PMMoV","Manual",41,One-Step RT-ddPCR Kit for Probes,820,,,44.7,37.4,483,13605,,,,,,14088,,,,,,,,,,,,,,,,,,1,1,1000,2745,629.9,702.41,"Rare Event Detection Experiment",,,,42.9,39.2,,,,,,,,,,,,,
"F05",Rare Event Detection,"RED","POS 210130 3",Ch1Negative Control,"PMMoV","Manual",0,One-Step RT-ddPCR Kit for Probes,0,,,0.25,0,0,14354,,,,,,14354,,,,,,,,,,,,,,,,,,1,1,1000,0,648.93,648.93,"Rare Event Detection Experiment",,,,0.11,0,,,,,,,,,,,,,
"F06",Rare Event Detection,"RED","PMMoV",Ch1Positive Control,"PMMoV","Manual",1000000,One-Step RT-ddPCR Kit for Probes,20000000,,,1000000,10000,13258,0,,,,,,13258,,,,,,,,,,,,,,,,,,1,1,1000,4560.7,0,4560.7,"Rare Event Detection Experiment",,,,1000000,10000,,,,,,,,,,,,,
"G01",Rare Event Detection,"RED","YC210126S 5X-",Ch1Unknown,"PMMoV","Manual",41.4,One-Step RT-ddPCR Kit for Probes,828,,,44.8,38.1,585,16324,,,,,,16909,,,,,,,,,,,,,,,,,,1,1,1000,2935.8,616.25,696.5,"Rare Event Detection Experiment",,,,43.1,39.7,,,,,,,,,,,,,
"G02",Rare Event Detection,"RED","YC210126S 5X-",Ch1Unknown,"PMMoV","Manual",44,One-Step RT-ddPCR Kit for Probes,880,,,48.1,39.9,442,11612,,,,,,12054,,,,,,,,,,,,,,,,,,1,1,1000,2797,659.81,738.18,"Rare Event Detection Experiment",,,,46,41.9,,,,,,,,,,,,,
"G03",Rare Event Detection,"RED","YC210126S 5X",Ch1Unknown,"PMMoV","Manual",45.5,One-Step RT-ddPCR Kit for Probes,910,,,49.3,41.6,534,13556,,,,,,14090,,,,,,,,,,,,,,,,,,1,1,1000,2807.2,624.08,706.82,"Rare Event Detection Experiment",,,,47.4,43.5,,,,,,,,,,,,,
"G04",Rare Event Detection,"RED","YC210126S 5X",Ch1Unknown,"PMMoV","Manual",44.4,One-Step RT-ddPCR Kit for Probes,888,,,48.1,40.8,561,14570,,,,,,15131,,,,,,,,,,,,,,,,,,1,1,1000,2774,627.13,706.73,"Rare Event Detection Experiment",,,,46.3,42.6,,,,,,,,,,,,,
"G05",Rare Event Detection,"RED","NEG 210130 1",Ch1Negative Control,"PMMoV","CHECK",No Call,One-Step RT-ddPCR Kit for Probes,,,,,,0,586,,,,,,586,,,,,,,,,,,,,,,,,,1,1,1000,0,547.91,547.91,"Rare Event Detection Experiment",,,,,,,,,,,,,,,,,,
"G06",Rare Event Detection,"RED","PMMoV",Ch1Positive Control,"PMMoV","Manual",1000000,One-Step RT-ddPCR Kit for Probes,20000000,,,1000000,10000,18148,0,,,,,,18148,,,,,,,,,,,,,,,,,,1,1,1000,4555.4,0,4555.4,"Rare Event Detection Experiment",,,,1000000,10000,,,,,,,,,,,,,
"H01",Rare Event Detection,"RED","YC210127S 5X-",Ch1Unknown,"PMMoV","Manual",54,One-Step RT-ddPCR Kit for Probes,1080,,,57.8,50.2,780,16612,,,,,,17392,,,,,,,,,,,,,,,,,,1,1,1000,2854.7,630.24,730,"Rare Event Detection Experiment",,,,55.9,52.1,,,,,,,,,,,,,
"H02",Rare Event Detection,"RED","YC210127S 5X-",Ch1Unknown,"PMMoV","Manual",50.9,One-Step RT-ddPCR Kit for Probes,1018,,,54.8,46.9,631,14279,,,,,,14910,,,,,,,,,,,,,,,,,,1,1,1000,2774.5,619.8,710.99,"Rare Event Detection Experiment",,,,52.9,48.8,,,,,,,,,,,,,
"H03",Rare Event Detection,"RED","YC210127S 5X",Ch1Unknown,"PMMoV","Manual",58.7,One-Step RT-ddPCR Kit for Probes,1174,,,62.9,54.5,759,14838,,,,,,15597,,,,,,,,,,,,,,,,,,1,1,1000,2793.6,633.5,738.62,"Rare Event Detection Experiment",,,,60.8,56.6,,,,,,,,,,,,,
"H04",Rare Event Detection,"RED","YC210127S 5X",Ch1Unknown,"PMMoV","Manual",61,One-Step RT-ddPCR Kit for Probes,1220,,,65.4,56.5,733,13785,,,,,,14518,,,,,,,,,,,,,,,,,,1,1,1000,2680.2,625.04,728.8,"Rare Event Detection Experiment",,,,63.2,58.7,,,,,,,,,,,,,
"H05",Rare Event Detection,"RED","NEG 210130 1",Ch1Negative Control,"PMMoV","Manual",0.14,One-Step RT-ddPCR Kit for Probes,2.8,,,0.45,0.02,2,16597,,,,,,16599,,,,,,,,,,,,,,,,,,1,1,1000,3004.4,658.97,659.25,"Rare Event Detection Experiment",,,,0.27,0.06,,,,,,,,,,,,,
"H06",Rare Event Detection,"RED","NTC",Ch1NTC,"PMMoV","Manual",0.07,One-Step RT-ddPCR Kit for Probes,1.4,,,0.33,0,1,16939,,,,,,16940,,,,,,,,,,,,,,,,,,1,1,1000,3939.5,608.21,608.41,"Rare Event Detection Experiment",,,,0.17,0.02,,,,,,,,,,,,,
